0,1
0,1
2,3
8,4
9,5
10,6
12,7
14,11
15,13
20,16
23,17
26,18
27,19
32,21
33,22
38,24
40,25
50,28
52,29
55,30
56,31
58,34
59,35
63,36
64,37
65,39
66,41
72,42
73,43
74,44
76,45
79,46
80,47
81,48
83,49
84,51
88,53
89,54
92,57
97,60
98,61
99,62
100,67
101,68
103,69
106,70
108,71
110,75
111,77
113,78
114,82
116,85
117,86
118,87
119,90
120,91
122,93
123,94
124,95
125,96
126,102
127,104
128,105
129,107
130,109
131,112
135,115
137,121
140,132
141,133
142,134
143,136
146,138
148,139
149,144
150,145
151,147
153,152
155,154
156,157
158,160
159,161
162,168
163,169
164,171
165,173
166,174
167,182
170,184
172,185
175,186
176,187
177,193
178,194
179,196
180,197
181,199
183,200
188,202
189,205
190,208
191,210
192,213
195,214
198,215
201,218
203,219
204,220
206,221
207,224
209,225
211,228
212,229
216,230
217,231
222,232
223,233
226,234
227,235
236,237
239,238
240,241
243,242
245,244
246,247
248,250
249,252
251,254
253,255
256,257
259,258
260,261
262,263
266,264
267,265
268,270
269,271
275,272
278,273
279,274
280,276
286,277
289,281
290,282
293,283
295,284
296,285
297,287
299,288
303,291
304,292
305,294
307,298
308,300
311,301
312,302
313,306
315,309
316,310
317,314
318,319
