Accession,group1,group2
SSA_151,2246,1001
SSA_045,2121,1002
SSA_369,1003,2267
SSA_253,1004,2216
SSA_313,1005,2050
SSA_134,2236,1006
SSA_004,1007,2063
SSA_307,1008,2284
SSA_293,1009,2141
SSA_008,1010,2227
SSA_154,2221,1011
SSA_263,2107,1012
SSA_240,2067,1013
SSA_017,2192,1014
SSA_111,2303,1015
SSA_162,2131,1016
SSA_258,1017,2086
SSA_098,2120,1018
SSA_302,2264,1019
SSA_120,1020,2202
SSA_093,1021,2022
SSA_199,1022,2130
SSA_201,2197,1023
SSA_044,2155,1024
SSA_243,2034,1025
SSA_214,2175,1026
SSA_299,2320,1027
SSA_236,2248,1028
SSA_064,2215,1029
SSA_264,1030,2233
SSA_078,1031,2051
SSA_338,2286,1032
SSA_048,1033,2305
SSA_041,2148,1034
SSA_122,1035,2179
SSA_016,1036,2048
SSA_001,1037,2161
SSA_278,2004,1038
SSA_301,1039,2015
SSA_130,1040,2078
SSA_287,2252,1041
SSA_186,1042,2077
SSA_076,2151,1043
SSA_025,1044,2310
SSA_341,2163,1045
SSA_018,2016,1046
SSA_155,1047,2036
SSA_114,2041,1048
SSA_081,1049,2219
SSA_308,2186,1050
SSA_194,1051,2142
SSA_277,2089,1052
SSA_297,1053,2276
SSA_279,2289,1054
SSA_314,2068,1055
SSA_043,1056,2302
SSA_037,2217,1057
SSA_265,2071,1058
SSA_055,1059,2090
SSA_219,1060,2139
SSA_173,1061,2108
SSA_183,1062,2188
SSA_216,2300,1063
SSA_002,2226,1064
SSA_011,2316,1065
SSA_195,2285,1066
SSA_262,2169,1067
SSA_182,2209,1068
SSA_315,2269,1069
SSA_246,1070,2243
SSA_353,1071,2055
SSA_080,2234,1072
SSA_275,1073,2115
SSA_023,2232,1074
SSA_099,1075,2082
SSA_215,1076,2261
SSA_062,2206,1077
SSA_035,1078,2023
SSA_213,2135,1079
SSA_210,1080,2194
SSA_255,1081,2265
SSA_285,2123,1082
SSA_015,2160,1083
SSA_082,2019,1084
SSA_139,1085,2057
SSA_091,2113,1086
SSA_097,2083,1087
SSA_066,2258,1088
SSA_242,2106,1089
SSA_129,1090,2231
SSA_311,1091,2140
SSA_083,2203,1092
SSA_039,2132,1093
SSA_054,1094,2114
SSA_121,2259,1095
SSA_238,2198,1096
SSA_019,2170,1097
SSA_290,1098,2043
SSA_249,1099,2213
SSA_141,1100,2317
SSA_116,2312,1101
SSA_366,1102,2255
SSA_051,1103,2166
SSA_085,2040,1104
SSA_178,1105,2296
SSA_344,1106,2278
SSA_208,1107,2220
SSA_168,2298,1108
SSA_172,1109,2185
SSA_013,2065,1110
SSA_090,2096,1111
SSA_143,2097,1112
SSA_187,1113,2297
SSA_126,1114,2228
SSA_174,2144,1115
SSA_300,1116,2191
SSA_305,1117,2136
SSA_166,1118,2111
SSA_227,1119,2069
SSA_272,2205,1120
SSA_288,1121,2304
SSA_200,2105,1122
SSA_161,1123,2260
SSA_191,2200,1124
SSA_244,2225,1125
SSA_119,2129,1126
SSA_147,2143,1127
SSA_386,2208,1128
SSA_150,2309,1129
SSA_235,1130,2174
SSA_207,1131,2149
SSA_282,1132,2167
SSA_138,1133,2254
SSA_170,1134,2038
SSA_135,2313,1135
SSA_103,1136,2047
SSA_241,2035,1137
SSA_102,1138,2253
SSA_250,1139,2045
SSA_112,2152,1140
SSA_056,1141,2164
SSA_228,1142,2308
SSA_007,1143,2172
SSA_317,1144,2013
SSA_233,1145,2085
SSA_144,1146,2058
SSA_060,2126,1147
SSA_252,2268,1148
SSA_033,1149,2118
SSA_218,2154,1150
SSA_113,1151,2287
SSA_226,1152,2024
SSA_284,1153,2005
SSA_100,1154,2184
SSA_046,1155,2280
SSA_110,2292,1156
SSA_049,2104,1157
SSA_077,1158,2010
SSA_034,2026,1159
SSA_286,2075,1160
SSA_010,2052,1161
SSA_088,1162,2281
SSA_038,1163,2059
SSA_380,2247,1164
SSA_006,2122,1165
SSA_196,1166,2272
SSA_127,2084,1167
SSA_359,2159,1168
SSA_271,1169,2156
SSA_068,2235,1170
SSA_149,1171,2060
SSA_171,2244,1172
SSA_145,2049,1173
SSA_259,1174,2271
SSA_204,1175,2128
SSA_108,2283,1176
SSA_239,1177,2275
SSA_101,2290,1178
SSA_310,2008,1179
SSA_003,2095,1180
SSA_075,1181,2177
SSA_403,1182,2223
SSA_283,2025,1183
SSA_131,1184,2103
SSA_367,1185,2007
SSA_014,1186,2180
SSA_274,1187,2165
SSA_105,1188,2044
SSA_294,2009,1189
SSA_030,2146,1190
SSA_289,1191,2079
SSA_223,2029,1192
SSA_188,2017,1193
SSA_095,2116,1194
SSA_197,2262,1195
SSA_193,1196,2204
SSA_084,2061,1197
SSA_059,1198,2158
SSA_212,2088,1199
SSA_032,1200,2196
SSA_159,1201,2093
SSA_009,1202,2066
SSA_137,2273,1203
SSA_343,1204,2098
SSA_071,1205,2001
SSA_291,2218,1206
SSA_063,1207,2032
SSA_316,2293,1208
SSA_050,1209,2224
SSA_181,1210,2250
SSA_229,1211,2187
SSA_303,2070,1212
SSA_040,2028,1213
SSA_089,2277,1214
SSA_225,1215,2091
SSA_053,2101,1216
SSA_254,2033,1217
SSA_295,2291,1218
SSA_376,1219,2053
SSA_057,1220,2240
SSA_152,1221,2315
SSA_022,2176,1222
SSA_061,1223,2307
SSA_202,2210,1224
SSA_203,2241,1225
SSA_087,2251,1226
SSA_273,1227,2037
SSA_156,2171,1228
SSA_221,1229,2239
SSA_012,1230,2214
SSA_179,2054,1231
SSA_177,2318,1232
SSA_354,1233,2193
SSA_245,1234,2021
SSA_304,1235,2263
SSA_185,2081,1236
SSA_209,1237,2124
SSA_106,2157,1238
SSA_052,2117,1239
SSA_096,2062,1240
SSA_148,1241,2245
SSA_164,1242,2237
SSA_072,1243,2056
SSA_067,1244,2282
SSA_128,2125,1245
SSA_267,2266,1246
SSA_296,2211,1247
SSA_146,2314,1248
SSA_070,2238,1249
SSA_024,2319,1250
SSA_234,1251,2249
SSA_281,2162,1252
SSA_123,2212,1253
SSA_073,2039,1254
SSA_189,1255,2173
SSA_176,2306,1256
SSA_125,2229,1257
SSA_142,1258,2133
SSA_058,2190,1259
SSA_312,1260,2195
SSA_220,2201,1261
SSA_157,2138,1262
SSA_298,1263,2299
SSA_175,2109,1264
SSA_117,2064,1265
SSA_153,1266,2288
SSA_190,2242,1267
SSA_224,2153,1268
SSA_104,1269,2018
SSA_261,1270,2127
SSA_167,1271,2270
SSA_031,1272,2087
SSA_092,2183,1273
SSA_248,2147,1274
SSA_269,1275,2074
SSA_232,1276,2100
SSA_115,1277,2027
SSA_027,1278,2046
SSA_217,2002,1279
SSA_065,2014,1280
SSA_256,1281,2145
SSA_086,1282,2012
SSA_021,2073,1283
SSA_163,2295,1284
SSA_180,1285,2006
SSA_047,2031,1286
SSA_257,1287,2102
SSA_237,2181,1288
SSA_020,1289,2150
SSA_140,1290,2178
SSA_124,1291,2076
SSA_036,2011,1292
SSA_306,2311,1293
SSA_079,2042,1294
SSA_247,1295,2256
SSA_339,2168,1296
SSA_222,1297,2030
SSA_318,1298,2279
SSA_211,2294,1299
SSA_160,1300,2094
SSA_107,2003,1301
SSA_346,1302,2099
SSA_132,1303,2182
SSA_292,1304,2080
SSA_109,1305,2301
SSA_026,2274,1306
SSA_005,2222,1307
SSA_184,2072,1308
SSA_230,2092,1309
SSA_309,2110,1310
SSA_042,1311,2189
SSA_133,2137,1312
SSA_266,1313,2230
SSA_094,1314,2199
SSA_280,2119,1315
SSA_169,1316,2020
SSA_029,2112,1317
SSA_205,2134,1318
SSA_136,1319,2257
SSA_118,1320,2207
