0,1
0,2
1,9
3,10
4,14
5,18
6,21
7,25
8,26
11,28
12,31
13,32
15,33
16,34
17,35
19,40
20,41
22,43
23,44
24,46
27,49
29,50
30,52
36,54
37,57
38,60
39,62
42,63
45,65
47,66
48,70
51,71
53,72
55,73
56,74
58,75
59,76
61,77
64,78
67,79
68,81
69,82
80,84
83,85
86,88
87,90
89,91
92,93
94,95
96,97
98,99
100,101
102,109
103,110
104,111
105,112
106,114
107,116
108,117
113,119
115,121
118,122
120,124
123,129
125,130
126,132
127,133
128,134
131,135
137,136
138,140
139,141
142,143
144,145
148,146
149,147
150,151
154,152
155,153
156,158
157,163
159,165
160,168
161,172
162,173
164,174
166,178
167,180
169,183
170,184
171,185
175,187
176,190
177,192
179,194
181,197
182,198
186,199
188,203
189,204
191,205
193,207
195,209
196,212
200,213
201,217
202,218
206,219
208,220
210,221
211,223
214,224
215,225
216,229
222,230
226,233
227,234
228,235
231,236
232,238
237,241
239,247
240,248
242,249
243,251
244,252
245,253
246,254
250,256
255,257
262,258
264,259
265,260
267,261
268,263
269,266
270,271
