0,1
0,4
1,5
2,6
3,12
7,13
8,14
9,18
10,19
11,20
15,21
16,22
17,24
23,25
26,27
28,29
30,34
31,38
32,40
33,41
35,42
36,45
37,46
39,50
43,51
44,52
47,54
48,55
49,56
53,57
61,58
63,59
64,60
65,62
67,66
69,68
70,72
71,73
74,75
76,77
80,78
84,79
87,81
88,82
89,83
92,85
93,86
94,90
97,91
98,95
99,96
100,102
101,103
104,108
105,111
106,112
107,114
109,115
110,118
113,119
116,120
117,121
123,122
124,128
125,131
126,137
127,138
129,139
130,140
132,142
133,147
134,148
135,152
136,155
141,156
143,157
144,158
145,161
146,164
149,165
150,166
151,170
153,172
154,174
159,175
160,181
162,183
163,184
167,185
168,186
169,190
171,191
173,193
176,195
177,197
178,198
179,201
180,202
182,204
187,205
188,206
189,210
192,211
194,213
196,214
199,215
200,216
203,222
207,223
208,224
209,225
212,228
217,231
218,232
219,233
220,234
221,235
226,236
227,237
229,238
230,240
239,241
242,243
246,244
248,245
249,247
252,250
256,251
257,253
259,254
260,255
261,258
262,265
263,266
264,268
267,270
269,271
