0,1
0,2
1,7
3,8
4,11
5,13
6,14
9,19
10,21
12,23
15,24
16,26
17,29
18,33
20,34
22,35
25,36
27,37
28,38
30,40
31,42
32,43
39,47
41,48
44,50
45,54
46,55
49,59
51,61
52,64
53,65
56,66
57,70
58,72
60,73
62,74
63,75
67,77
68,80
69,82
71,84
76,85
78,86
79,88
81,91
83,92
87,94
89,96
90,99
93,100
95,105
97,106
98,116
101,117
102,118
103,119
104,120
107,121
108,126
109,128
110,133
111,135
112,136
113,138
114,140
115,141
122,142
123,143
124,144
125,146
127,147
129,149
130,150
131,155
132,156
134,157
137,158
139,159
145,160
148,162
151,168
152,169
153,170
154,171
161,174
163,177
164,181
165,182
166,185
167,188
172,189
173,190
175,191
176,195
178,198
179,200
180,201
183,202
184,205
186,208
187,211
192,212
193,213
194,216
196,217
197,219
199,221
203,227
204,228
206,229
207,230
209,231
210,233
214,236
215,238
218,239
220,240
222,241
223,242
224,249
225,250
226,254
232,255
234,256
235,257
237,258
243,262
244,263
245,266
246,267
247,269
248,272
251,274
252,276
253,279
259,280
260,281
261,282
264,284
265,285
268,286
270,287
271,288
273,290
275,291
277,292
278,293
283,294
289,295
296,298
297,299
302,300
303,301
305,304
306,309
307,310
308,311
313,312
316,314
317,315
318,319
