0,1
0,1
4,2
8,3
12,5
14,6
15,7
16,9
18,10
20,11
21,13
22,17
23,19
24,29
25,30
26,31
27,32
28,35
33,36
34,37
38,41
39,42
40,44
43,45
46,50
47,51
48,53
49,54
52,55
61,56
62,57
63,58
65,59
67,60
68,64
70,66
72,69
73,71
74,76
75,77
80,78
81,79
82,84
83,85
89,86
91,87
92,88
93,90
96,94
97,95
98,99
100,101
102,103
107,104
109,105
112,106
113,108
119,110
120,111
121,114
125,115
126,116
127,117
128,118
129,122
131,123
133,124
134,130
136,132
137,135
138,141
139,142
140,148
143,150
144,154
145,156
146,157
147,158
149,159
151,160
152,162
153,163
155,164
161,169
165,172
166,173
167,174
168,175
170,176
171,177
178,179
180,181
183,182
185,184
188,186
190,187
195,189
196,191
199,192
200,193
201,194
202,197
204,198
208,203
209,205
211,206
213,207
214,210
219,212
220,215
221,216
222,217
225,218
227,223
229,224
230,226
231,228
232,233
235,234
236,237
239,238
241,240
242,246
243,247
244,248
245,250
249,252
251,255
253,256
254,257
258,259
262,260
264,261
265,263
266,267
268,269
271,270
