0,1
1,0
3,2
5,4
9,6
10,7
11,8
12,13
17,14
19,15
20,16
21,18
22,24
23,26
25,27
29,28
31,30
35,32
38,33
40,34
45,36
46,37
49,39
50,41
53,42
54,43
55,44
57,47
58,48
60,51
61,52
62,56
63,59
65,64
67,66
68,77
69,78
70,81
71,82
72,84
73,85
74,86
75,87
76,92
79,93
80,95
83,96
88,97
89,98
90,99
91,101
94,102
100,103
104,105
106,107
108,109
110,111
112,113
114,119
115,120
116,122
117,123
118,124
121,127
125,128
126,130
129,132
131,134
133,136
135,139
137,140
138,143
141,146
142,147
144,149
145,150
148,152
151,153
154,157
155,159
156,160
158,162
161,163
164,167
165,171
166,172
168,177
169,178
170,179
173,180
174,181
175,187
176,189
182,190
183,191
184,193
185,194
186,195
188,196
192,198
197,199
200,201
202,208
203,211
204,212
205,213
206,214
207,216
209,217
210,219
215,221
218,222
220,225
223,227
224,228
226,229
233,230
234,231
236,232
238,235
239,237
240,241
244,242
248,243
249,245
252,246
254,247
256,250
257,251
258,253
259,255
261,260
262,264
263,267
265,270
266,274
268,275
269,277
271,278
272,280
273,283
276,288
279,289
281,290
282,292
284,293
285,298
286,299
287,300
291,301
294,302
295,303
296,304
297,305
307,306
308,309
311,310
313,312
315,314
316,318
317,319
